Creacion 23/05/2018 06:06:32 p.m.
FECHA_ULTIMO_MOVIMIENTO|TOTAL|SYSDATE
06/03/2018|68697|04/06/2018
05/03/2018|140393|04/06/2018
04/03/2018|33254|04/06/2018
03/03/2018|31322|04/06/2018
02/03/2018|92107|04/06/2018
01/03/2018|658306|04/06/2018
28/02/2018|164881|04/06/2018
27/02/2018|50529|04/06/2018
26/02/2018|102814|04/06/2018
25/02/2018|29218|04/06/2018
24/02/2018|24432|04/06/2018
23/02/2018|65762|04/06/2018
22/02/2018|69689|04/06/2018
21/02/2018|63370|04/06/2018
20/02/2018|64760|04/06/2018
19/02/2018|119311|04/06/2018
18/02/2018|33244|04/06/2018
17/02/2018|29092|04/06/2018
16/02/2018|132562|04/06/2018
15/02/2018|97247|04/06/2018
14/02/2018|57433|04/06/2018
13/02/2018|57601|04/06/2018
12/02/2018|116992|04/06/2018
11/02/2018|40704|04/06/2018
10/02/2018|31818|04/06/2018
09/02/2018|71658|04/06/2018
08/02/2018|65760|04/06/2018
07/02/2018|66390|04/06/2018
06/02/2018|84305|04/06/2018
05/02/2018|70207|04/06/2018
04/02/2018|30385|04/06/2018
03/02/2018|29793|04/06/2018
02/02/2018|77746|04/06/2018
01/02/2018|500277|04/06/2018
31/01/2018|152049|04/06/2018
30/01/2018|48049|04/06/2018
29/01/2018|92185|04/06/2018
28/01/2018|30029|04/06/2018
27/01/2018|23821|04/06/2018
26/01/2018|66029|04/06/2018
25/01/2018|60840|04/06/2018
24/01/2018|61353|04/06/2018
23/01/2018|60822|04/06/2018
22/01/2018|119188|04/06/2018
21/01/2018|32551|04/06/2018
20/01/2018|30700|04/06/2018
19/01/2018|72746|04/06/2018
18/01/2018|67107|04/06/2018
17/01/2018|66556|04/06/2018
16/01/2018|146902|04/06/2018
15/01/2018|171767|04/06/2018
14/01/2018|34918|04/06/2018
13/01/2018|28436|04/06/2018
12/01/2018|74574|04/06/2018
11/01/2018|68614|04/06/2018
10/01/2018|72067|04/06/2018
09/01/2018|63891|04/06/2018
08/01/2018|140372|04/06/2018
07/01/2018|37552|04/06/2018
06/01/2018|35656|04/06/2018
05/01/2018|77092|04/06/2018
04/01/2018|71191|04/06/2018
03/01/2018|69462|04/06/2018
02/01/2018|121706|04/06/2018
01/01/2018|526551|04/06/2018
05/06/2018|107|05/06/2018
04/06/2018|9167|05/06/2018
03/06/2018|2290|05/06/2018
02/06/2018|19135|05/06/2018
01/06/2018|149493|05/06/2018
31/05/2018|111702|05/06/2018
30/05/2018|101016|05/06/2018
29/05/2018|103619|05/06/2018
28/05/2018|303511|05/06/2018
27/05/2018|47214|05/06/2018
26/05/2018|47915|05/06/2018
25/05/2018|113511|05/06/2018
24/05/2018|119456|05/06/2018
23/05/2018|130723|05/06/2018
22/05/2018|124136|05/06/2018
21/05/2018|269755|05/06/2018
20/05/2018|54606|05/06/2018
19/05/2018|49779|05/06/2018
18/05/2018|120208|05/06/2018
17/05/2018|118183|05/06/2018
16/05/2018|279463|05/06/2018
15/05/2018|168663|05/06/2018
14/05/2018|251643|05/06/2018
13/05/2018|43398|05/06/2018
12/05/2018|47027|05/06/2018
11/05/2018|119810|05/06/2018
10/05/2018|112813|05/06/2018
09/05/2018|135757|05/06/2018
08/05/2018|103888|05/06/2018
07/05/2018|261347|05/06/2018
06/05/2018|41352|05/06/2018
05/05/2018|49081|05/06/2018
04/05/2018|104142|05/06/2018
03/05/2018|112734|05/06/2018
02/05/2018|235965|05/06/2018
01/05/2018|7791791|05/06/2018
30/04/2018|216030|05/06/2018
29/04/2018|30817|05/06/2018
28/04/2018|29276|05/06/2018
27/04/2018|70505|05/06/2018
26/04/2018|75376|05/06/2018
25/04/2018|83726|05/06/2018
24/04/2018|74657|05/06/2018
23/04/2018|151016|05/06/2018
22/04/2018|36007|05/06/2018
21/04/2018|33902|05/06/2018
20/04/2018|86743|05/06/2018
19/04/2018|81595|05/06/2018
18/04/2018|82385|05/06/2018
17/04/2018|82385|05/06/2018
16/04/2018|221678|05/06/2018
15/04/2018|70763|05/06/2018
14/04/2018|34384|05/06/2018
13/04/2018|78133|05/06/2018
12/04/2018|78510|05/06/2018
11/04/2018|85181|05/06/2018
10/04/2018|80598|05/06/2018
09/04/2018|149221|05/06/2018
08/04/2018|40097|05/06/2018
07/04/2018|35123|05/06/2018
06/04/2018|83497|05/06/2018
05/04/2018|81078|05/06/2018
04/04/2018|77862|05/06/2018
03/04/2018|77750|05/06/2018
02/04/2018|177185|05/06/2018
01/04/2018|243942|05/06/2018
31/03/2018|100593|05/06/2018
30/03/2018|30093|05/06/2018
29/03/2018|37817|05/06/2018
28/03/2018|61552|05/06/2018
27/03/2018|53277|05/06/2018
26/03/2018|86270|05/06/2018
25/03/2018|25219|05/06/2018
24/03/2018|24854|05/06/2018
23/03/2018|63393|05/06/2018
22/03/2018|63149|05/06/2018
21/03/2018|68971|05/06/2018
20/03/2018|94104|05/06/2018
19/03/2018|65302|05/06/2018
18/03/2018|29791|05/06/2018
17/03/2018|32005|05/06/2018
16/03/2018|138538|05/06/2018
15/03/2018|101557|05/06/2018
14/03/2018|59832|05/06/2018
13/03/2018|62829|05/06/2018
12/03/2018|116989|05/06/2018
11/03/2018|31423|05/06/2018
10/03/2018|31344|05/06/2018
09/03/2018|71805|05/06/2018
08/03/2018|74553|05/06/2018
07/03/2018|68856|05/06/2018
06/03/2018|68425|05/06/2018
05/03/2018|139606|05/06/2018
04/03/2018|33165|05/06/2018
03/03/2018|31188|05/06/2018
02/03/2018|91804|05/06/2018
01/03/2018|651990|05/06/2018
28/02/2018|164616|05/06/2018
27/02/2018|50326|05/06/2018
26/02/2018|102822|05/06/2018
25/02/2018|29175|05/06/2018
24/02/2018|24368|05/06/2018
23/02/2018|65567|05/06/2018
22/02/2018|69480|05/06/2018
21/02/2018|63148|05/06/2018
20/02/2018|64545|05/06/2018
19/02/2018|118827|05/06/2018
18/02/2018|33208|05/06/2018
17/02/2018|29012|05/06/2018
16/02/2018|131999|05/06/2018
15/02/2018|97004|05/06/2018
14/02/2018|57257|05/06/2018
13/02/2018|57428|05/06/2018
12/02/2018|116456|05/06/2018
11/02/2018|40662|05/06/2018
10/02/2018|31128|05/06/2018
09/02/2018|71448|05/06/2018
08/02/2018|65536|05/06/2018
07/02/2018|66172|05/06/2018
06/02/2018|83936|05/06/2018
05/02/2018|69937|05/06/2018
04/02/2018|30339|05/06/2018
03/02/2018|29655|05/06/2018
02/02/2018|77542|05/06/2018
01/02/2018|497678|05/06/2018
31/01/2018|151855|05/06/2018
30/01/2018|47979|05/06/2018
29/01/2018|91734|05/06/2018
28/01/2018|29980|05/06/2018
27/01/2018|23858|05/06/2018
26/01/2018|65576|05/06/2018
25/01/2018|60714|05/06/2018
24/01/2018|61185|05/06/2018
23/01/2018|60660|05/06/2018
22/01/2018|118733|05/06/2018
21/01/2018|32496|05/06/2018
20/01/2018|30564|05/06/2018
19/01/2018|72556|05/06/2018
18/01/2018|66920|05/06/2018
17/01/2018|66411|05/06/2018
16/01/2018|146227|05/06/2018
15/01/2018|171274|05/06/2018
14/01/2018|34868|05/06/2018
13/01/2018|28389|05/06/2018
12/01/2018|74414|05/06/2018
11/01/2018|68443|05/06/2018
10/01/2018|71927|05/06/2018
09/01/2018|63714|05/06/2018
08/01/2018|139905|05/06/2018
07/01/2018|37518|05/06/2018
06/01/2018|35575|05/06/2018
05/01/2018|76977|05/06/2018
04/01/2018|71042|05/06/2018
03/01/2018|69301|05/06/2018
02/01/2018|121385|05/06/2018
01/01/2018|524074|05/06/2018
06/06/2018|124|06/06/2018
05/06/2018|5101|06/06/2018
04/06/2018|70297|06/06/2018
03/06/2018|12272|06/06/2018
02/06/2018|29832|06/06/2018
01/06/2018|212579|06/06/2018
31/05/2018|134957|06/06/2018
30/05/2018|109608|06/06/2018
29/05/2018|113048|06/06/2018
28/05/2018|315818|06/06/2018
27/05/2018|47871|06/06/2018
26/05/2018|47466|06/06/2018
25/05/2018|112859|06/06/2018
24/05/2018|118907|06/06/2018
23/05/2018|128258|06/06/2018
22/05/2018|123848|06/06/2018
21/05/2018|269022|06/06/2018
20/05/2018|53426|06/06/2018
19/05/2018|48445|06/06/2018
18/05/2018|117924|06/06/2018
17/05/2018|116689|06/06/2018
16/05/2018|276483|06/06/2018
15/05/2018|167343|06/06/2018
14/05/2018|249726|06/06/2018
13/05/2018|43025|06/06/2018
12/05/2018|46688|06/06/2018
11/05/2018|119303|06/06/2018
10/05/2018|112144|06/06/2018
09/05/2018|135915|06/06/2018
08/05/2018|102396|06/06/2018
07/05/2018|258512|06/06/2018
06/05/2018|41131|06/06/2018
05/05/2018|48924|06/06/2018
04/05/2018|103322|06/06/2018
03/05/2018|111770|06/06/2018
02/05/2018|233580|06/06/2018
01/05/2018|7746880|06/06/2018
30/04/2018|215635|06/06/2018
29/04/2018|30723|06/06/2018
28/04/2018|29262|06/06/2018
27/04/2018|70094|06/06/2018
26/04/2018|75000|06/06/2018
25/04/2018|82752|06/06/2018
24/04/2018|74140|06/06/2018
23/04/2018|150158|06/06/2018
22/04/2018|35603|06/06/2018
21/04/2018|33637|06/06/2018
20/04/2018|86166|06/06/2018
19/04/2018|81249|06/06/2018
18/04/2018|81889|06/06/2018
17/04/2018|81862|06/06/2018
16/04/2018|220017|06/06/2018
15/04/2018|70639|06/06/2018
14/04/2018|34281|06/06/2018
13/04/2018|77904|06/06/2018
12/04/2018|78196|06/06/2018
11/04/2018|84871|06/06/2018
10/04/2018|80215|06/06/2018
09/04/2018|148534|06/06/2018
08/04/2018|40020|06/06/2018
07/04/2018|35029|06/06/2018
06/04/2018|83325|06/06/2018
05/04/2018|80724|06/06/2018
04/04/2018|77402|06/06/2018
03/04/2018|77442|06/06/2018
02/04/2018|176293|06/06/2018
01/04/2018|242832|06/06/2018
31/03/2018|100511|06/06/2018
30/03/2018|30109|06/06/2018
29/03/2018|37633|06/06/2018
28/03/2018|61354|06/06/2018
27/03/2018|53079|06/06/2018
26/03/2018|85915|06/06/2018
25/03/2018|25176|06/06/2018
24/03/2018|24799|06/06/2018
23/03/2018|63219|06/06/2018
22/03/2018|62958|06/06/2018
21/03/2018|68770|06/06/2018
20/03/2018|93686|06/06/2018
19/03/2018|65101|06/06/2018
18/03/2018|29749|06/06/2018
17/03/2018|31937|06/06/2018
16/03/2018|138155|06/06/2018
15/03/2018|101281|06/06/2018
14/03/2018|59661|06/06/2018
13/03/2018|62615|06/06/2018
12/03/2018|116561|06/06/2018
11/03/2018|31376|06/06/2018
10/03/2018|31267|06/06/2018
09/03/2018|71626|06/06/2018
08/03/2018|74336|06/06/2018
07/03/2018|68628|06/06/2018
06/03/2018|68195|06/06/2018
05/03/2018|139022|06/06/2018
04/03/2018|33120|06/06/2018
03/03/2018|31119|06/06/2018
02/03/2018|91530|06/06/2018
01/03/2018|648192|06/06/2018
28/02/2018|164480|06/06/2018
27/02/2018|50191|06/06/2018
26/02/2018|102500|06/06/2018
25/02/2018|29137|06/06/2018
24/02/2018|24304|06/06/2018
23/02/2018|65441|06/06/2018
22/02/2018|69350|06/06/2018
21/02/2018|62991|06/06/2018
20/02/2018|64362|06/06/2018
19/02/2018|118441|06/06/2018
18/02/2018|33165|06/06/2018
17/02/2018|28951|06/06/2018
16/02/2018|131293|06/06/2018
15/02/2018|96800|06/06/2018
14/02/2018|57129|06/06/2018
13/02/2018|57261|06/06/2018
12/02/2018|116085|06/06/2018
11/02/2018|40631|06/06/2018
10/02/2018|31068|06/06/2018
09/02/2018|71284|06/06/2018
08/02/2018|65348|06/06/2018
07/02/2018|65971|06/06/2018
06/02/2018|83360|06/06/2018
05/02/2018|69792|06/06/2018
04/02/2018|30310|06/06/2018
03/02/2018|29607|06/06/2018
02/02/2018|77432|06/06/2018
01/02/2018|495914|06/06/2018
31/01/2018|151752|06/06/2018
30/01/2018|47853|06/06/2018
29/01/2018|91476|06/06/2018
28/01/2018|29960|06/06/2018
27/01/2018|23752|06/06/2018
26/01/2018|65466|06/06/2018
25/01/2018|60610|06/06/2018
24/01/2018|61097|06/06/2018
23/01/2018|60555|06/06/2018
22/01/2018|118488|06/06/2018
21/01/2018|32464|06/06/2018
20/01/2018|30494|06/06/2018
19/01/2018|72518|06/06/2018
18/01/2018|66782|06/06/2018
17/01/2018|66302|06/06/2018
16/01/2018|145757|06/06/2018
15/01/2018|171040|06/06/2018
14/01/2018|34845|06/06/2018
13/01/2018|28350|06/06/2018
12/01/2018|74325|06/06/2018
11/01/2018|68333|06/06/2018
10/01/2018|71790|06/06/2018
09/01/2018|63604|06/06/2018
08/01/2018|139590|06/06/2018
07/01/2018|37488|06/06/2018
06/01/2018|35524|06/06/2018
05/01/2018|76857|06/06/2018
04/01/2018|70930|06/06/2018
03/01/2018|69142|06/06/2018
02/01/2018|121159|06/06/2018
01/01/2018|522538|06/06/2018
07/06/2018|157|07/06/2018
06/06/2018|5473|07/06/2018
05/06/2018|44429|07/06/2018
04/06/2018|123220|07/06/2018
03/06/2018|23802|07/06/2018
02/06/2018|40008|07/06/2018
01/06/2018|276095|07/06/2018
31/05/2018|156128|07/06/2018
30/05/2018|118133|07/06/2018
29/05/2018|118577|07/06/2018
28/05/2018|316162|07/06/2018
27/05/2018|48667|07/06/2018
26/05/2018|48896|07/06/2018
25/05/2018|113391|07/06/2018
24/05/2018|116858|07/06/2018
23/05/2018|127549|07/06/2018
22/05/2018|121966|07/06/2018
21/05/2018|266334|07/06/2018
20/05/2018|50007|07/06/2018
19/05/2018|47509|07/06/2018
18/05/2018|116931|07/06/2018
17/05/2018|115224|07/06/2018
16/05/2018|274363|07/06/2018
15/05/2018|165810|07/06/2018
14/05/2018|247627|07/06/2018
13/05/2018|42794|07/06/2018
12/05/2018|46348|07/06/2018
11/05/2018|118508|07/06/2018
10/05/2018|110957|07/06/2018
09/05/2018|134389|07/06/2018
08/05/2018|101072|07/06/2018
07/05/2018|256959|07/06/2018
06/05/2018|41105|07/06/2018
05/05/2018|48668|07/06/2018
04/05/2018|102557|07/06/2018
03/05/2018|110638|07/06/2018
02/05/2018|231966|07/06/2018
01/05/2018|7697901|07/06/2018
30/04/2018|214410|07/06/2018
29/04/2018|30636|07/06/2018
28/04/2018|29126|07/06/2018
27/04/2018|69661|07/06/2018
26/04/2018|74418|07/06/2018
25/04/2018|81836|07/06/2018
24/04/2018|73605|07/06/2018
23/04/2018|149062|07/06/2018
22/04/2018|35503|07/06/2018
21/04/2018|33481|07/06/2018
20/04/2018|85787|07/06/2018
19/04/2018|80831|07/06/2018
18/04/2018|81491|07/06/2018
17/04/2018|81447|07/06/2018
16/04/2018|218585|07/06/2018
15/04/2018|70517|07/06/2018
14/04/2018|34128|07/06/2018
13/04/2018|77579|07/06/2018
12/04/2018|77902|07/06/2018
11/04/2018|84512|07/06/2018
10/04/2018|79861|07/06/2018
09/04/2018|147657|07/06/2018
08/04/2018|39928|07/06/2018
07/04/2018|34927|07/06/2018
06/04/2018|82995|07/06/2018
05/04/2018|80379|07/06/2018
04/04/2018|77068|07/06/2018
03/04/2018|77046|07/06/2018
02/04/2018|175484|07/06/2018
01/04/2018|241899|07/06/2018
31/03/2018|100443|07/06/2018
30/03/2018|29990|07/06/2018
29/03/2018|37546|07/06/2018
28/03/2018|61153|07/06/2018
27/03/2018|52850|07/06/2018
26/03/2018|85561|07/06/2018
25/03/2018|25154|07/06/2018
24/03/2018|24721|07/06/2018
23/03/2018|63023|07/06/2018
22/03/2018|62722|07/06/2018
21/03/2018|68540|07/06/2018
20/03/2018|93307|07/06/2018
19/03/2018|64846|07/06/2018
18/03/2018|29707|07/06/2018
17/03/2018|31867|07/06/2018
16/03/2018|137664|07/06/2018
15/03/2018|101062|07/06/2018
14/03/2018|59475|07/06/2018
13/03/2018|62368|07/06/2018
12/03/2018|116017|07/06/2018
11/03/2018|31323|07/06/2018
10/03/2018|31200|07/06/2018
09/03/2018|71460|07/06/2018
08/03/2018|74079|07/06/2018
07/03/2018|68389|07/06/2018
06/03/2018|67930|07/06/2018
05/03/2018|138423|07/06/2018
04/03/2018|33063|07/06/2018
03/03/2018|31016|07/06/2018
02/03/2018|91288|07/06/2018
01/03/2018|644274|07/06/2018
28/02/2018|164340|07/06/2018
27/02/2018|50043|07/06/2018
26/02/2018|102178|07/06/2018
25/02/2018|29086|07/06/2018
24/02/2018|24273|07/06/2018
23/02/2018|65380|07/06/2018
22/02/2018|69182|07/06/2018
21/02/2018|62820|07/06/2018
20/02/2018|64133|07/06/2018
19/02/2018|117955|07/06/2018
18/02/2018|33108|07/06/2018
17/02/2018|28809|07/06/2018
16/02/2018|130932|07/06/2018
15/02/2018|96638|07/06/2018
14/02/2018|56986|07/06/2018
13/02/2018|57123|07/06/2018
12/02/2018|115692|07/06/2018
11/02/2018|40569|07/06/2018
10/02/2018|30981|07/06/2018
09/02/2018|71121|07/06/2018
08/02/2018|65218|07/06/2018
07/02/2018|65790|07/06/2018
06/02/2018|83086|07/06/2018
05/02/2018|69565|07/06/2018
04/02/2018|30251|07/06/2018
03/02/2018|29551|07/06/2018
02/02/2018|77298|07/06/2018
01/02/2018|494452|07/06/2018
31/01/2018|151652|07/06/2018
30/01/2018|47745|07/06/2018
29/01/2018|91227|07/06/2018
28/01/2018|29965|07/06/2018
27/01/2018|23721|07/06/2018
26/01/2018|65362|07/06/2018
25/01/2018|60484|07/06/2018
24/01/2018|60943|07/06/2018
23/01/2018|60410|07/06/2018
22/01/2018|118099|07/06/2018
21/01/2018|32417|07/06/2018
20/01/2018|30451|07/06/2018
19/01/2018|72263|07/06/2018
18/01/2018|66631|07/06/2018
17/01/2018|66177|07/06/2018
16/01/2018|145144|07/06/2018
15/01/2018|170718|07/06/2018
14/01/2018|34839|07/06/2018
13/01/2018|28324|07/06/2018
12/01/2018|74200|07/06/2018
11/01/2018|68172|07/06/2018
10/01/2018|71676|07/06/2018
09/01/2018|63472|07/06/2018
08/01/2018|139158|07/06/2018
07/01/2018|37455|07/06/2018
06/01/2018|35461|07/06/2018
05/01/2018|76749|07/06/2018
04/01/2018|70784|07/06/2018
03/01/2018|68989|07/06/2018
02/01/2018|120878|07/06/2018
01/01/2018|520797|07/06/2018
08/06/2018|230|08/06/2018
07/06/2018|19314|08/06/2018
06/06/2018|49352|08/06/2018
05/06/2018|69676|08/06/2018
04/06/2018|163227|08/06/2018
03/06/2018|34261|08/06/2018
02/06/2018|45852|08/06/2018
01/06/2018|334430|08/06/2018
31/05/2018|175373|08/06/2018
30/05/2018|120948|08/06/2018
29/05/2018|121428|08/06/2018
28/05/2018|314501|08/06/2018
27/05/2018|47680|08/06/2018
26/05/2018|48903|08/06/2018
25/05/2018|113068|08/06/2018
24/05/2018|116667|08/06/2018
23/05/2018|126035|08/06/2018
22/05/2018|120308|08/06/2018
21/05/2018|261491|08/06/2018
20/05/2018|49868|08/06/2018
19/05/2018|47123|08/06/2018
18/05/2018|115863|08/06/2018
17/05/2018|113769|08/06/2018
16/05/2018|271737|08/06/2018
15/05/2018|163825|08/06/2018
14/05/2018|244337|08/06/2018
13/05/2018|42564|08/06/2018
12/05/2018|46078|08/06/2018
11/05/2018|117743|08/06/2018
10/05/2018|109952|08/06/2018
09/05/2018|133569|08/06/2018
08/05/2018|100204|08/06/2018
07/05/2018|254829|08/06/2018
06/05/2018|41120|08/06/2018
05/05/2018|48842|08/06/2018
04/05/2018|101935|08/06/2018
03/05/2018|109705|08/06/2018
02/05/2018|230481|08/06/2018
01/05/2018|7633879|08/06/2018
30/04/2018|212838|08/06/2018
29/04/2018|30701|08/06/2018
28/04/2018|28838|08/06/2018
27/04/2018|69421|08/06/2018
26/04/2018|73729|08/06/2018
25/04/2018|81193|08/06/2018
24/04/2018|73229|08/06/2018
23/04/2018|147880|08/06/2018
22/04/2018|35409|08/06/2018
21/04/2018|33359|08/06/2018
20/04/2018|85483|08/06/2018
19/04/2018|80400|08/06/2018
18/04/2018|81103|08/06/2018
17/04/2018|80962|08/06/2018
16/04/2018|217308|08/06/2018
15/04/2018|70407|08/06/2018
14/04/2018|34028|08/06/2018
13/04/2018|77317|08/06/2018
12/04/2018|77468|08/06/2018
11/04/2018|84141|08/06/2018
10/04/2018|79412|08/06/2018
09/04/2018|146782|08/06/2018
08/04/2018|39831|08/06/2018
07/04/2018|34822|08/06/2018
06/04/2018|82799|08/06/2018
05/04/2018|79947|08/06/2018
04/04/2018|76764|08/06/2018
03/04/2018|76699|08/06/2018
02/04/2018|174428|08/06/2018
01/04/2018|240797|08/06/2018
31/03/2018|100299|08/06/2018
30/03/2018|29916|08/06/2018
29/03/2018|37402|08/06/2018
28/03/2018|60935|08/06/2018
27/03/2018|52670|08/06/2018
26/03/2018|85179|08/06/2018
25/03/2018|25122|08/06/2018
24/03/2018|24663|08/06/2018
23/03/2018|62833|08/06/2018
22/03/2018|62525|08/06/2018
21/03/2018|68314|08/06/2018
20/03/2018|92882|08/06/2018
19/03/2018|64607|08/06/2018
18/03/2018|29670|08/06/2018
17/03/2018|31790|08/06/2018
16/03/2018|137184|08/06/2018
15/03/2018|100838|08/06/2018
14/03/2018|59270|08/06/2018
13/03/2018|62170|08/06/2018
12/03/2018|115494|08/06/2018
11/03/2018|31283|08/06/2018
10/03/2018|31125|08/06/2018
09/03/2018|71272|08/06/2018
08/03/2018|73819|08/06/2018
07/03/2018|68031|08/06/2018
06/03/2018|67672|08/06/2018
05/03/2018|137774|08/06/2018
04/03/2018|33012|08/06/2018
03/03/2018|31564|08/06/2018
02/03/2018|91041|08/06/2018
01/03/2018|646108|08/06/2018
28/02/2018|164071|08/06/2018
27/02/2018|49908|08/06/2018
26/02/2018|101021|08/06/2018
25/02/2018|29028|08/06/2018
24/02/2018|24245|08/06/2018
23/02/2018|65076|08/06/2018
22/02/2018|68990|08/06/2018
21/02/2018|62638|08/06/2018
20/02/2018|63915|08/06/2018
19/02/2018|117427|08/06/2018
18/02/2018|33041|08/06/2018
17/02/2018|28722|08/06/2018
16/02/2018|130517|08/06/2018
15/02/2018|96482|08/06/2018
14/02/2018|56822|08/06/2018
13/02/2018|56897|08/06/2018
12/02/2018|115171|08/06/2018
11/02/2018|40511|08/06/2018
10/02/2018|30879|08/06/2018
09/02/2018|70894|08/06/2018
08/02/2018|65016|08/06/2018
07/02/2018|65558|08/06/2018
06/02/2018|82722|08/06/2018
05/02/2018|69330|08/06/2018
04/02/2018|30196|08/06/2018
03/02/2018|29491|08/06/2018
02/02/2018|77159|08/06/2018
01/02/2018|493131|08/06/2018
31/01/2018|151555|08/06/2018
30/01/2018|47639|08/06/2018
29/01/2018|90902|08/06/2018
28/01/2018|29925|08/06/2018
27/01/2018|23660|08/06/2018
26/01/2018|65233|08/06/2018
25/01/2018|60343|08/06/2018
24/01/2018|60836|08/06/2018
23/01/2018|60278|08/06/2018
22/01/2018|117728|08/06/2018
21/01/2018|32377|08/06/2018
20/01/2018|30406|08/06/2018
19/01/2018|72064|08/06/2018
18/01/2018|66492|08/06/2018
17/01/2018|66004|08/06/2018
16/01/2018|144722|08/06/2018
15/01/2018|170370|08/06/2018
14/01/2018|34807|08/06/2018
13/01/2018|28281|08/06/2018
12/01/2018|74080|08/06/2018
11/01/2018|68045|08/06/2018
10/01/2018|71521|08/06/2018
09/01/2018|63240|08/06/2018
08/01/2018|138816|08/06/2018
07/01/2018|37407|08/06/2018
06/01/2018|35400|08/06/2018
05/01/2018|76664|08/06/2018
04/01/2018|70648|08/06/2018
03/01/2018|68849|08/06/2018
02/01/2018|120636|08/06/2018
01/01/2018|519008|08/06/2018
11/06/2018|150|11/06/2018
10/06/2018|92|11/06/2018
09/06/2018|587|11/06/2018
08/06/2018|6231|11/06/2018
07/06/2018|58040|11/06/2018
06/06/2018|75908|11/06/2018
05/06/2018|84471|11/06/2018
04/06/2018|207136|11/06/2018
03/06/2018|44095|11/06/2018
02/06/2018|53517|11/06/2018
01/06/2018|399575|11/06/2018
31/05/2018|195624|11/06/2018
30/05/2018|123753|11/06/2018
29/05/2018|119515|11/06/2018
28/05/2018|313903|11/06/2018
27/05/2018|48689|11/06/2018
26/05/2018|48188|11/06/2018
25/05/2018|109992|11/06/2018
24/05/2018|113329|11/06/2018
23/05/2018|121010|11/06/2018
22/05/2018|118240|11/06/2018
